Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,target
2011-06-08,Region5,2.8,16.5,0.0,SW,41.0,WNW,WSW,11.0,26.0,67.0,35.0,1020.5,1018.1,4.0,6.0,9.9,14.7,No,0
2011-06-09,Region5,-1.2,11.7,0.0,SW,31.0,WSW,WSW,15.0,20.0,68.0,42.0,1021.1,1018.1,6.0,6.0,4.0,10.6,No,0
2011-06-10,Region5,-2.8,15.6,0.0,S,35.0,S,WSW,7.0,26.0,72.0,38.0,1020.8,1018.4,1.0,2.0,5.3,14.8,No,0
2011-06-11,Region5,2.4,18.2,0.0,ESE,30.0,SSE,S,7.0,13.0,70.0,36.0,1020.8,1019.3,7.0,5.0,8.2,17.7,No,1
2011-06-12,Region5,8.2,17.7,12.2,SE,46.0,S,SSE,19.0,28.0,90.0,58.0,1019.9,1017.0,7.0,6.0,11.5,16.4,Yes,0
2011-06-13,Region5,10.0,16.5,0.6,S,43.0,SSW,SSW,9.0,19.0,92.0,70.0,1018.0,1014.4,7.0,7.0,11.8,16.1,No,1
2011-06-14,Region5,10.6,12.0,21.6,SW,44.0,SW,SW,19.0,28.0,95.0,97.0,1015.9,1012.9,8.0,8.0,11.1,11.2,Yes,1
2011-06-15,Region5,11.0,15.4,19.4,SSW,28.0,ENE,E,13.0,4.0,95.0,81.0,1015.3,1014.7,8.0,7.0,12.0,14.8,Yes,0
2011-06-16,Region5,6.0,19.2,0.6,WSW,22.0,SW,WSW,9.0,13.0,95.0,54.0,1019.0,1015.4,1.0,1.0,10.6,18.9,No,0
2011-06-17,Region5,5.6,17.3,0.0,WSW,44.0,WSW,WSW,19.0,35.0,85.0,39.0,1016.3,1013.2,4.0,3.0,11.2,17.0,No,0
2011-06-18,Region5,4.6,15.6,0.0,WSW,50.0,SW,SW,26.0,37.0,70.0,46.0,1018.1,1015.7,1.0,3.0,8.6,15.5,No,0
2011-06-19,Region5,3.8,16.9,0.0,SW,31.0,SW,SW,13.0,22.0,79.0,43.0,1019.4,1017.0,1.0,1.0,9.9,16.6,No,0
2011-06-20,Region5,2.6,17.7,0.0,WNW,22.0,NE,WSW,7.0,9.0,77.0,44.0,1020.5,1017.0,1.0,1.0,9.5,17.2,No,0
2011-06-21,Region5,4.2,20.6,0.0,SW,56.0,NNE,NW,20.0,33.0,71.0,25.0,1015.3,1009.6,0.0,5.0,11.2,20.4,No,0
2011-06-22,Region5,4.2,14.3,0.4,SSW,35.0,W,SW,9.0,20.0,100.0,40.0,1019.2,1017.4,8.0,2.0,5.6,13.8,No,0
2011-06-23,Region5,0.6,16.6,0.0,SW,41.0,W,SW,9.0,26.0,80.0,49.0,1023.6,1021.6,0.0,2.0,7.3,16.2,No,0
2011-06-24,Region5,1.3,19.7,0.0,N,17.0,SW,NE,0.0,0.0,81.0,37.0,1027.3,1024.8,0.0,0.0,8.5,18.5,No,0
2011-06-25,Region5,3.7,20.9,0.0,ENE,28.0,ENE,NNW,19.0,4.0,67.0,36.0,1029.9,1026.6,0.0,1.0,11.5,20.1,No,0
2011-06-26,Region5,5.5,21.4,0.0,E,28.0,E,N,19.0,7.0,71.0,35.0,1029.4,1025.5,0.0,2.0,12.4,20.7,No,0
2011-06-27,Region5,5.5,20.0,0.0,E,24.0,E,S,11.0,15.0,76.0,38.0,1028.7,1025.9,7.0,6.0,11.6,19.5,No,0
2011-06-28,Region5,5.7,22.1,0.0,E,37.0,E,E,19.0,20.0,58.0,28.0,1030.1,1026.7,1.0,2.0,13.5,21.6,No,0
2011-06-29,Region5,8.4,21.5,0.0,E,43.0,ESE,ENE,15.0,19.0,61.0,40.0,1031.4,1029.5,4.0,7.0,14.2,19.7,No,0
2011-06-30,Region5,5.9,19.8,0.0,ESE,35.0,SSE,SE,17.0,15.0,58.0,35.0,1034.1,1029.6,0.0,1.0,13.6,19.3,No,0
2011-07-01,Region5,4.9,20.1,0.0,ESE,31.0,SE,S,15.0,13.0,61.0,35.0,1029.3,1024.9,3.0,4.0,12.6,19.3,No,0
2011-07-02,Region5,6.1,20.7,0.0,E,30.0,E,S,17.0,9.0,68.0,39.0,1026.0,1021.9,0.0,4.0,12.1,20.5,No,0
2011-07-03,Region5,5.4,20.0,0.0,NNE,35.0,NE,N,17.0,13.0,78.0,40.0,1023.9,1020.1,6.0,5.0,10.4,19.7,No,0
2011-07-04,Region5,8.1,23.4,0.0,NNE,30.0,NE,WNW,17.0,19.0,73.0,34.0,1020.9,1016.2,6.0,3.0,13.0,23.2,No,0
2011-07-05,Region5,6.5,17.4,0.2,WSW,48.0,W,WSW,17.0,35.0,60.0,29.0,1020.1,1016.4,1.0,1.0,10.9,17.1,No,0
2011-07-06,Region5,0.9,16.6,0.0,WSW,44.0,WNW,WNW,7.0,20.0,62.0,32.0,1020.0,1016.0,0.0,0.0,8.5,16.0,No,0
2011-07-07,Region5,3.2,17.6,0.0,WSW,50.0,WSW,WSW,19.0,31.0,53.0,30.0,1019.2,1018.8,0.0,2.0,10.8,17.2,No,0
2011-07-08,Region5,0.8,14.4,0.0,SW,39.0,SSW,WSW,2.0,24.0,70.0,30.0,1026.7,1023.9,0.0,0.0,7.2,13.8,No,0
2011-07-09,Region5,-1.2,13.0,0.0,SW,44.0,SSW,WSW,9.0,28.0,70.0,41.0,1025.5,1022.1,0.0,0.0,5.0,11.8,No,0
2011-07-10,Region5,-2.2,14.6,0.0,SW,39.0,SSE,WSW,11.0,24.0,72.0,36.0,1022.8,1018.7,2.0,3.0,4.8,13.8,No,0
2011-07-11,Region5,0.0,15.7,0.0,SSW,41.0,SSW,SW,9.0,30.0,62.0,38.0,1023.9,1022.3,6.0,1.0,8.2,15.3,No,0
2011-07-12,Region5,-3.2,15.7,0.0,WSW,20.0,ENE,WSW,2.0,13.0,71.0,36.0,1026.2,1023.0,0.0,0.0,5.5,15.0,No,0
2011-07-13,Region5,1.8,13.1,0.0,NE,22.0,NE,SSW,13.0,15.0,70.0,50.0,1023.2,1021.8,7.0,7.0,6.4,11.9,No,0
2011-07-14,Region5,6.4,13.9,0.4,SW,35.0,SSW,S,15.0,26.0,92.0,47.0,1026.7,1024.8,7.0,7.0,8.4,13.0,No,0
2011-07-15,Region5,2.8,19.0,0.0,E,33.0,ESE,ENE,9.0,15.0,66.0,36.0,1029.7,1027.2,7.0,6.0,8.2,17.7,No,1
2011-07-16,Region5,8.2,13.0,2.2,E,35.0,ESE,NE,17.0,17.0,86.0,86.0,1028.4,1024.7,8.0,8.0,10.1,12.9,Yes,1
2011-07-17,Region5,9.9,14.5,3.2,E,19.0,E,NW,13.0,6.0,88.0,83.0,1023.9,1021.2,8.0,8.0,11.8,14.3,Yes,0
2011-07-18,Region5,5.3,15.9,0.2,WSW,30.0,ESE,WSW,7.0,17.0,90.0,68.0,1021.5,1018.9,3.0,6.0,10.7,14.7,No,0
2011-07-19,Region5,0.5,13.0,0.2,WSW,50.0,WSW,SW,15.0,33.0,85.0,53.0,1020.2,1017.4,0.0,5.0,6.7,12.4,No,0
2011-07-20,Region5,5.9,18.8,0.0,SSW,46.0,SW,SSW,26.0,22.0,91.0,43.0,1016.9,1013.9,8.0,3.0,6.9,18.6,No,0
2011-07-21,Region5,3.5,18.9,0.0,SW,43.0,SW,SW,15.0,30.0,76.0,36.0,1016.6,1013.8,0.0,1.0,9.2,18.1,No,0
2011-07-22,Region5,4.6,19.6,0.0,SW,43.0,SSW,SSW,19.0,31.0,75.0,39.0,1017.1,1014.1,1.0,4.0,10.0,19.3,No,0
2011-07-23,Region5,3.3,18.6,0.0,SSW,44.0,SSW,SW,11.0,13.0,78.0,37.0,1018.7,1016.8,1.0,3.0,9.7,17.7,No,0
2011-07-24,Region5,1.0,18.0,0.0,SSW,30.0,E,SW,6.0,15.0,68.0,31.0,1021.2,1018.2,0.0,2.0,9.6,17.8,No,0
2011-07-25,Region5,1.2,20.0,0.0,SSE,43.0,NE,W,15.0,11.0,62.0,34.0,1022.4,1019.0,4.0,6.0,9.2,18.2,No,0
2011-07-26,Region5,3.4,18.0,0.6,SW,37.0,NE,SW,9.0,20.0,79.0,35.0,1024.0,1021.9,5.0,5.0,10.3,16.8,No,0
2011-07-27,Region5,1.1,17.7,0.0,WSW,33.0,SSE,SW,7.0,17.0,67.0,28.0,1027.5,1025.6,1.0,1.0,9.2,16.8,No,0
2011-07-28,Region5,0.7,19.4,0.0,NNE,33.0,E,NNE,20.0,6.0,50.0,25.0,1029.3,1025.4,0.0,1.0,10.1,18.9,No,0
2011-07-29,Region5,3.5,20.2,0.0,E,28.0,ENE,ENE,19.0,9.0,61.0,30.0,1027.9,1024.1,0.0,3.0,11.8,19.2,No,0
2011-07-30,Region5,4.2,20.6,0.0,E,30.0,E,E,20.0,7.0,59.0,35.0,1025.3,1021.3,2.0,6.0,11.7,18.4,No,0
2011-07-31,Region5,3.9,21.6,0.0,E,28.0,ENE,W,17.0,6.0,60.0,31.0,1024.0,1020.4,0.0,2.0,13.0,20.7,No,0
2011-08-01,Region5,5.4,23.4,0.0,ENE,35.0,NE,NW,13.0,9.0,52.0,27.0,1024.8,1020.7,1.0,1.0,13.3,22.9,No,0
2011-08-02,Region5,7.8,23.9,0.0,NE,31.0,ENE,NE,20.0,11.0,55.0,28.0,1025.1,1021.8,2.0,1.0,14.5,22.5,No,0
2011-08-03,Region5,5.8,23.4,0.0,ENE,30.0,NNE,SSW,17.0,7.0,57.0,28.0,1026.4,1023.6,0.0,1.0,14.6,22.9,No,0
2011-08-04,Region5,5.9,22.9,0.0,ENE,37.0,ENE,NNE,13.0,17.0,59.0,30.0,1029.2,1024.9,0.0,1.0,15.0,22.5,No,0
2011-08-05,Region5,6.6,22.4,0.0,NE,43.0,NE,N,26.0,19.0,58.0,25.0,1028.5,1024.1,1.0,5.0,15.4,21.5,No,0
2011-08-06,Region5,14.2,22.6,0.0,NNE,41.0,NNE,N,26.0,20.0,73.0,38.0,1025.0,1019.9,7.0,6.0,14.9,21.5,No,0
2011-08-07,Region5,10.8,19.4,0.0,NNE,33.0,N,WNW,26.0,7.0,67.0,53.0,1019.7,1015.2,7.0,7.0,16.1,19.2,No,0
2011-08-08,Region5,1.5,17.7,1.0,WSW,39.0,WSW,WSW,11.0,22.0,69.0,46.0,1015.5,1012.2,0.0,6.0,9.6,15.4,No,0
2011-08-09,Region5,4.6,16.4,0.0,SW,44.0,W,WSW,15.0,31.0,55.0,41.0,1012.4,1009.7,6.0,5.0,11.4,15.4,No,0
2011-08-10,Region5,3.1,18.5,0.0,W,50.0,N,WNW,13.0,20.0,60.0,29.0,1012.0,1008.1,1.0,6.0,10.1,17.2,No,0
2011-08-11,Region5,6.7,15.5,1.0,SW,41.0,S,SW,13.0,26.0,85.0,50.0,1011.5,1010.4,4.0,6.0,11.2,14.4,No,0
2011-08-12,Region5,1.3,19.0,0.2,S,24.0,ESE,WSW,9.0,13.0,99.0,38.0,1018.3,1016.3,6.0,3.0,7.5,18.3,No,0
2011-08-13,Region5,3.8,21.6,0.0,NNE,30.0,ENE,NNW,15.0,7.0,57.0,34.0,1023.5,1020.0,3.0,6.0,13.4,20.6,No,0
2011-08-14,Region5,6.5,21.5,0.0,NNE,33.0,NE,SW,20.0,7.0,66.0,44.0,1024.8,1020.8,5.0,3.0,13.1,20.6,No,0
2011-08-15,Region5,5.7,22.1,0.0,ESE,26.0,E,ENE,15.0,2.0,62.0,34.0,1024.3,1019.5,0.0,6.0,14.0,20.5,No,0
2011-08-16,Region5,6.8,23.4,0.0,NNE,39.0,NE,NE,28.0,15.0,60.0,33.0,1021.1,1015.5,2.0,5.0,15.6,22.1,No,0
2011-08-17,Region5,10.6,23.4,0.0,NNE,56.0,NNE,NNE,31.0,35.0,65.0,37.0,1017.4,1011.9,7.0,6.0,16.0,22.2,No,1
2011-08-18,Region5,8.9,15.3,13.2,W,39.0,W,WSW,24.0,24.0,79.0,64.0,1017.2,1015.4,5.0,6.0,11.9,13.8,Yes,0
2011-08-19,Region5,5.8,14.8,0.2,SW,31.0,W,SW,15.0,19.0,70.0,63.0,1018.5,1017.0,5.0,7.0,10.4,14.2,No,1
2011-08-20,Region5,5.1,19.5,1.2,ESE,35.0,ESE,SSE,26.0,15.0,67.0,42.0,1023.8,1022.3,0.0,7.0,13.5,18.9,Yes,0
2011-08-21,Region5,2.1,20.3,0.0,ENE,31.0,SE,S,28.0,6.0,52.0,40.0,1028.9,1026.7,4.0,7.0,14.9,19.6,No,0
2011-08-22,Region5,4.7,22.1,0.0,SSE,41.0,S,ESE,17.0,26.0,57.0,29.0,1032.3,1028.4,1.0,5.0,14.6,21.0,No,0
2011-08-23,Region5,4.9,23.9,0.0,SE,37.0,SSE,SSE,26.0,15.0,52.0,32.0,1030.9,1026.7,1.0,5.0,15.7,23.0,No,0
2011-08-24,Region5,7.6,22.4,0.0,ENE,30.0,ENE,ESE,13.0,11.0,59.0,31.0,1029.0,1023.8,0.0,0.0,14.8,21.5,No,0
2011-08-25,Region5,5.9,23.7,0.0,NNE,28.0,ENE,WSW,15.0,11.0,56.0,28.0,1027.2,1022.6,0.0,0.0,15.2,23.3,No,0
2011-08-26,Region5,6.1,24.7,0.0,NE,31.0,ENE,ENE,11.0,6.0,57.0,30.0,1025.7,1020.7,0.0,1.0,16.5,24.0,No,1
2011-08-27,Region5,13.9,16.0,11.2,SE,33.0,E,ESE,19.0,15.0,96.0,94.0,1020.8,1017.0,8.0,8.0,14.2,15.8,Yes,1
2011-08-28,Region5,7.1,19.9,20.8,ENE,24.0,WSW,WSW,2.0,11.0,99.0,58.0,1022.1,1019.2,8.0,1.0,10.2,19.4,Yes,0
2011-08-29,Region5,7.3,25.1,0.0,NNW,56.0,NNE,N,20.0,13.0,74.0,34.0,1020.2,1016.0,5.0,5.0,15.7,24.5,No,1
2011-08-30,Region5,9.1,22.3,8.0,E,22.0,NE,SW,11.0,7.0,74.0,52.0,1020.7,1017.6,1.0,6.0,16.3,21.4,Yes,0
2011-08-31,Region5,4.8,22.1,0.0,N,24.0,NE,SW,15.0,13.0,76.0,36.0,1022.9,1020.3,0.0,1.0,15.2,21.9,No,0
2011-09-01,Region5,6.4,22.6,0.0,NE,26.0,NE,NW,17.0,7.0,74.0,36.0,1024.0,1019.9,0.0,1.0,15.1,21.8,No,0
2011-09-02,Region5,8.1,23.6,0.0,ESE,33.0,ENE,SE,19.0,6.0,64.0,38.0,1025.0,1022.1,1.0,6.0,16.6,23.1,No,0
2011-09-03,Region5,8.3,23.3,0.0,E,33.0,E,SSE,22.0,15.0,51.0,34.0,1028.9,1024.1,0.0,4.0,15.1,22.7,No,0
2011-09-05,Region5,7.0,23.4,0.0,NE,31.0,ENE,N,19.0,9.0,61.0,28.0,1028.6,1023.0,0.0,1.0,15.8,23.0,No,0
2011-09-06,Region5,8.5,23.5,0.0,NNE,33.0,NE,N,19.0,13.0,60.0,28.0,1024.3,1018.7,1.0,1.0,16.1,22.6,No,0
2011-09-07,Region5,10.3,26.9,0.0,WSW,48.0,N,NW,24.0,19.0,68.0,25.0,1019.8,1015.4,1.0,2.0,17.8,26.5,No,1
2011-09-08,Region5,14.3,23.4,5.6,SW,48.0,ENE,E,17.0,17.0,72.0,53.0,1019.9,1014.8,7.0,2.0,17.0,23.2,Yes,0
2011-09-10,Region5,4.8,14.5,16.2,WSW,52.0,SW,SW,30.0,37.0,71.0,46.0,1017.4,1015.6,6.0,6.0,8.3,14.0,Yes,0
2011-09-11,Region5,2.9,16.8,0.0,WSW,41.0,SSW,SW,15.0,22.0,58.0,39.0,1019.1,1016.2,0.0,7.0,11.3,16.2,No,0
2011-09-12,Region5,3.5,18.5,0.0,SW,37.0,SSW,SW,11.0,20.0,66.0,38.0,1022.8,1021.8,1.0,3.0,12.5,18.0,No,0
2011-09-13,Region5,4.0,21.4,0.0,NW,26.0,NE,WSW,11.0,11.0,56.0,31.0,1028.5,1024.7,0.0,1.0,14.9,21.2,No,0
2011-09-14,Region5,3.8,23.4,0.0,SW,41.0,NE,SW,13.0,17.0,55.0,20.0,1027.5,1023.0,0.0,0.0,15.1,23.2,No,0
2011-09-15,Region5,4.6,26.0,0.0,WSW,41.0,N,SW,13.0,24.0,48.0,15.0,1025.0,1020.5,0.0,1.0,15.4,25.3,No,0
2011-09-16,Region5,6.1,27.8,0.0,WSW,31.0,NNE,W,11.0,11.0,38.0,15.0,1022.2,1017.7,5.0,0.0,18.6,27.6,No,0
2011-09-17,Region5,7.5,30.3,0.0,NNW,26.0,NNE,W,13.0,15.0,35.0,13.0,1020.2,1016.2,0.0,0.0,20.5,29.7,No,0
2011-09-18,Region5,12.1,30.6,0.0,WNW,30.0,NNW,WNW,17.0,20.0,30.0,12.0,1020.5,1017.1,0.0,6.0,22.2,29.6,No,0
2011-09-19,Region5,11.3,30.3,0.0,NNW,48.0,NNE,N,17.0,33.0,32.0,8.0,1020.5,1014.0,0.0,0.0,22.2,30.1,No,0
2011-09-20,Region5,15.1,28.1,0.0,NNW,48.0,N,WSW,24.0,30.0,37.0,27.0,1015.1,1010.6,6.0,2.0,19.9,27.4,No,0
2011-09-21,Region5,7.0,23.9,0.0,S,33.0,E,SSW,2.0,17.0,31.0,15.0,1021.7,1018.2,0.0,0.0,16.6,23.5,No,0
2011-09-22,Region5,6.9,27.6,0.0,NNE,39.0,NNE,NNW,26.0,19.0,55.0,24.0,1023.5,1018.2,0.0,0.0,19.0,26.8,No,0
2011-09-23,Region5,12.3,28.8,0.0,NNE,35.0,N,SSW,24.0,2.0,54.0,34.0,1021.6,1016.2,0.0,3.0,19.7,28.5,No,0
2011-09-24,Region5,12.2,30.2,0.0,NNW,52.0,NNE,N,19.0,24.0,43.0,37.0,1018.3,1013.1,0.0,6.0,23.3,24.4,No,0
2011-09-25,Region5,12.1,24.2,0.0,W,48.0,SSW,SW,30.0,31.0,36.0,18.0,1014.2,1011.8,0.0,1.0,21.2,23.8,No,0
2011-09-26,Region5,6.1,25.4,0.0,ESE,37.0,ESE,SE,28.0,20.0,44.0,29.0,1019.0,1014.7,0.0,5.0,19.0,24.6,No,0
2011-09-27,Region5,9.8,25.5,0.0,NE,35.0,NE,ENE,20.0,11.0,46.0,27.0,1021.5,1015.6,0.0,4.0,16.9,25.1,No,0
2011-09-28,Region5,14.2,17.9,0.0,NE,44.0,NE,NE,30.0,11.0,73.0,91.0,1016.9,1014.6,8.0,8.0,15.8,15.7,No,1
2011-09-30,Region5,6.7,21.4,0.2,W,43.0,NNW,W,2.0,19.0,51.0,30.0,1012.1,1007.4,5.0,7.0,15.6,20.2,No,1
2011-10-01,Region5,8.6,17.0,1.8,SW,61.0,E,WSW,9.0,39.0,89.0,48.0,1006.7,1005.5,7.0,5.0,11.7,14.9,Yes,1
2011-10-02,Region5,4.8,18.0,4.4,SSW,44.0,SW,SSW,19.0,20.0,88.0,50.0,1013.2,1013.6,7.0,6.0,8.9,16.7,Yes,0
2011-10-03,Region5,4.7,21.3,0.0,SE,30.0,SE,W,20.0,13.0,57.0,36.0,1020.0,1017.5,1.0,2.0,13.9,20.4,No,0
2011-10-04,Region5,6.0,22.7,0.0,ENE,30.0,E,SSE,17.0,6.0,56.0,26.0,1022.4,1018.6,1.0,1.0,13.7,21.6,No,0
2011-10-05,Region5,9.2,18.2,0.0,NE,35.0,NE,NE,28.0,20.0,68.0,60.0,1020.0,1016.6,7.0,8.0,14.6,17.3,No,1
2011-10-06,Region5,13.3,16.6,5.0,NE,33.0,ENE,NE,15.0,22.0,95.0,94.0,1015.1,1011.4,8.0,8.0,14.4,15.2,Yes,1
2011-10-07,Region5,12.4,23.5,1.8,E,20.0,ENE,WSW,11.0,4.0,90.0,54.0,1013.2,1009.7,7.0,7.0,16.1,23.0,Yes,1
2011-10-08,Region5,12.3,24.1,3.2,WSW,41.0,SW,WSW,0.0,28.0,77.0,39.0,1010.7,1008.1,5.0,6.0,18.1,23.3,Yes,0
2011-10-09,Region5,9.3,24.9,0.4,SW,41.0,NW,W,2.0,24.0,77.0,30.0,1011.9,1008.2,7.0,6.0,15.8,24.6,No,0
2011-10-10,Region5,13.2,23.8,0.4,NNW,24.0,NE,WNW,11.0,2.0,68.0,42.0,1011.1,1008.9,7.0,6.0,16.0,21.4,No,0
2011-10-11,Region5,8.7,25.1,0.0,SW,39.0,S,SSW,9.0,22.0,68.0,24.0,1012.4,1010.0,1.0,1.0,16.9,24.3,No,0
2011-10-12,Region5,6.7,25.7,0.0,SSW,26.0,SSW,SW,7.0,9.0,52.0,16.0,1016.1,1013.2,0.0,1.0,15.7,24.4,No,0
2011-10-13,Region5,9.3,28.0,0.0,NNE,43.0,ENE,N,17.0,15.0,61.0,38.0,1017.8,1014.6,7.0,6.0,19.7,26.5,No,0
2011-10-14,Region5,13.7,29.0,0.0,NNE,44.0,ENE,NNE,24.0,19.0,65.0,45.0,1016.4,1011.7,6.0,5.0,20.2,27.5,No,1
2011-10-16,Region5,13.1,26.5,0.0,SSW,41.0,SSW,SW,13.0,26.0,73.0,43.0,1014.7,1015.9,0.0,4.0,20.0,25.7,No,0
2011-10-17,Region5,9.8,27.4,0.0,E,39.0,ESE,E,20.0,13.0,57.0,37.0,1024.9,1023.7,6.0,5.0,19.7,26.7,No,0
2011-10-18,Region5,13.9,24.4,0.0,ENE,33.0,E,SE,26.0,9.0,51.0,31.0,1031.1,1027.7,5.0,1.0,18.0,22.7,No,0
2011-10-19,Region5,10.3,25.7,0.0,E,30.0,ENE,ESE,20.0,22.0,54.0,35.0,1030.1,1025.1,1.0,1.0,17.6,24.0,No,0
2011-10-20,Region5,11.3,26.3,0.0,NE,33.0,NE,ESE,19.0,9.0,59.0,30.0,1028.9,1023.4,1.0,3.0,17.7,24.6,No,0
2011-10-21,Region5,11.9,28.2,0.0,ENE,28.0,NE,ENE,15.0,15.0,60.0,29.0,1025.9,1020.8,0.0,2.0,19.8,27.2,No,0
2011-10-22,Region5,13.5,29.0,0.0,ENE,31.0,NNE,ENE,20.0,11.0,60.0,26.0,1024.2,1019.9,1.0,3.0,20.0,28.1,No,0
2011-10-23,Region5,14.3,28.1,0.0,NE,33.0,NNE,E,17.0,13.0,64.0,37.0,1023.0,1018.2,6.0,5.0,20.2,26.3,No,0
2011-10-24,Region5,15.7,29.2,0.0,NNE,35.0,NNE,NNE,26.0,13.0,62.0,35.0,1018.6,1013.2,6.0,2.0,20.0,28.5,No,0
2011-10-25,Region5,17.4,32.6,0.0,SW,70.0,NNE,N,24.0,11.0,61.0,32.0,1013.1,1009.1,7.0,5.0,21.7,31.4,No,1
2011-10-26,Region5,16.6,28.8,5.2,NNW,46.0,NE,NNW,20.0,28.0,78.0,78.0,1013.8,1010.9,2.0,7.0,22.0,22.1,Yes,0
2011-10-27,Region5,16.0,27.1,0.2,NE,39.0,E,NE,26.0,19.0,61.0,52.0,1017.3,1014.4,6.0,7.0,20.5,25.6,No,0
2011-10-28,Region5,15.1,28.4,0.0,NE,39.0,NE,NNE,20.0,19.0,63.0,47.0,1017.6,1013.2,4.0,6.0,20.6,28.1,No,0
2011-10-29,Region5,18.0,28.3,0.0,NE,41.0,NE,ESE,30.0,26.0,74.0,61.0,1013.7,1011.4,7.0,8.0,21.5,26.1,No,0
2011-10-30,Region5,18.3,32.2,0.0,SW,50.0,NNW,WSW,13.0,30.0,72.0,47.0,1012.7,1009.2,6.0,6.0,24.0,30.9,No,0
2011-10-31,Region5,9.9,29.4,0.0,S,59.0,SSW,S,15.0,17.0,40.0,22.0,1017.3,1013.8,1.0,1.0,19.7,28.1,No,0
2011-11-01,Region5,15.5,26.8,0.0,NNE,31.0,N,NNE,20.0,9.0,59.0,37.0,1018.1,1014.2,6.0,7.0,20.9,26.0,No,0
2011-11-02,Region5,11.9,30.7,0.0,SW,43.0,WSW,WSW,6.0,22.0,49.0,19.0,1013.3,1009.3,2.0,1.0,22.8,29.5,No,0
2011-11-03,Region5,12.0,29.8,0.0,SW,44.0,SSW,SW,7.0,24.0,34.0,19.0,1010.5,1008.5,0.0,1.0,23.1,29.5,No,0
2011-11-04,Region5,13.2,31.2,0.0,NE,28.0,ENE,NNW,17.0,6.0,55.0,27.0,1015.1,1011.9,1.0,6.0,22.6,30.6,No,0
2011-11-05,Region5,17.4,31.0,0.0,NE,50.0,NE,N,35.0,19.0,54.0,34.0,1018.2,1013.6,6.0,6.0,22.5,30.2,No,0
2011-11-06,Region5,20.0,22.4,0.0,NNE,33.0,NNE,NE,20.0,7.0,69.0,83.0,1016.0,1014.4,7.0,7.0,21.1,20.7,No,0
2011-11-07,Region5,18.3,32.9,0.6,N,33.0,NNE,NNE,20.0,17.0,63.0,30.0,1016.2,1012.4,7.0,3.0,22.0,31.3,No,0
2011-11-08,Region5,19.9,34.6,0.0,N,41.0,N,N,26.0,24.0,53.0,20.0,1017.6,1012.9,1.0,3.0,24.6,33.8,No,0
2011-11-09,Region5,20.5,34.2,0.0,NNE,41.0,N,NNW,26.0,11.0,56.0,25.0,1017.9,1013.9,6.0,3.0,23.8,33.2,No,0
2011-11-10,Region5,19.1,29.1,0.0,N,37.0,SE,ESE,7.0,7.0,71.0,47.0,1017.5,1014.5,7.0,7.0,20.6,26.5,No,0
2011-11-11,Region5,15.9,34.4,0.0,NNE,43.0,SE,NE,4.0,4.0,47.0,24.0,1018.9,1015.1,0.0,5.0,26.4,33.3,No,0
2011-11-12,Region5,19.7,32.4,0.0,NE,43.0,NNE,N,30.0,15.0,60.0,36.0,1017.9,1013.7,6.0,6.0,24.6,30.2,No,0
2011-11-13,Region5,20.4,34.0,0.0,S,74.0,NNE,NNW,30.0,26.0,55.0,31.0,1014.2,1008.6,7.0,6.0,25.2,31.6,No,0
2011-11-14,Region5,20.5,36.8,0.0,NNE,50.0,N,N,31.0,15.0,48.0,21.0,1014.1,1010.2,1.0,1.0,25.1,35.4,No,0
2011-11-15,Region5,21.1,39.7,0.0,NNE,33.0,NNE,NNW,22.0,9.0,36.0,16.0,1015.2,1011.6,0.0,4.0,29.4,38.0,No,0
2011-11-16,Region5,25.5,37.1,0.0,NNW,44.0,NNE,N,30.0,19.0,44.0,17.0,1016.5,1012.5,6.0,7.0,28.0,36.6,No,0
2011-11-17,Region5,20.2,33.3,0.0,NNE,43.0,NNE,N,30.0,28.0,53.0,29.0,1016.5,1013.9,7.0,7.0,25.8,32.0,No,0
2011-11-18,Region5,21.5,29.5,0.0,ENE,33.0,NE,NNW,20.0,22.0,52.0,49.0,1017.8,1014.6,7.0,7.0,24.6,26.1,No,0
2011-11-19,Region5,19.9,34.6,0.0,NNE,41.0,NNE,NNE,30.0,11.0,48.0,25.0,1017.3,1013.0,2.0,6.0,25.2,33.9,No,0
2011-11-20,Region5,20.8,34.9,0.0,NNE,48.0,NNE,NNW,31.0,17.0,49.0,20.0,1015.9,1011.5,5.0,4.0,24.1,33.0,No,0
2011-11-21,Region5,22.1,35.0,0.0,NNE,44.0,N,WNW,28.0,9.0,40.0,26.0,1013.7,1009.6,5.0,6.0,27.0,34.0,No,0
2011-11-22,Region5,19.3,32.9,0.0,NNE,54.0,NNE,N,35.0,26.0,51.0,27.0,1012.2,1007.6,7.0,7.0,24.1,31.2,No,1
2011-11-23,Region5,20.3,22.1,23.4,NE,41.0,NNE,NE,19.0,19.0,96.0,92.0,1012.0,1010.1,8.0,8.0,20.6,22.0,Yes,1
2011-11-27,Region5,18.9,29.1,0.2,WSW,35.0,NNW,SW,17.0,22.0,71.0,30.0,1011.5,1011.5,1.0,0.0,24.3,28.5,No,0
